년도,회사명,종합등급,환경,사회,지배구조,한국ESG연구소,서스틴베스트,Moody,MSCI,SP
2020,AJ네트웍스,B,D,B,B,-,-,-,-,-
2020,AK홀딩스,B+,C,B+,B+,-,-,-,-,-
2020,BGF,B+,B,A,B+,-,-,-,-,-
2020,BGF리테일,A,B+,B+,A,-,-,-,BB,-
2020,BNK금융지주,A+,B+,A+,A+,-,-,-,-,-
2020,BYC,B,D,B,B+,-,-,-,-,-
2020,CJ,A,B,A,A,-,-,-,BBB,-
2020,CJ CGV,A,B,A,A,-,-,-,-,-
2020,CJ대한통운,A,A,B,A,-,-,-,B,-
2020,CJ씨푸드,B,C,B+,B+,-,-,-,-,-
2020,AJ네트웍스,B,D,B,B,-,-,-,-,-
2020,AK홀딩스,B+,C,B+,B+,-,-,-,-,-
2020,BGF,B+,B,A,B+,-,-,-,-,-
2020,BGF리테일,A,B+,B+,A,-,-,-,BB,-
2020,BNK금융지주,A+,B+,A+,A+,-,-,-,-,-
2020,BYC,B,D,B,B+,-,-,-,-,-
2020,CJ,A,B,A,A,-,-,-,BBB,-
2020,CJ CGV,A,B,A,A,-,-,-,-,-
2020,CJ대한통운,A,A,B,A,-,-,-,B,-
2020,CJ씨푸드,B,C,B+,B+,-,-,-,-,-
2020,CJ제일제당,A,A,A+,A,-,-,-,A,-
2020,CS홀딩스,C,D,C,B,-,-,-,-,-
2020,DB,B,D,B,B,-,-,-,-,-
2020,DB금융투자,B,D,A,B,-,-,-,-,-
2020,DB손해보험,B+,A,A,B+,-,-,-,BBB,-
2020,DB하이텍,B+,B+,A,B+,-,-,-,-,-
2020,DGB금융지주,A+,A,A+,A+,-,-,-,-,-
2020,DL,B+,A,B+,B+,-,-,-,-,-
2020,DL건설,B,B,B+,B,-,-,-,-,-
2020,DN오토모티브,B,B,C,B,-,-,-,-,-
2020,DRB동일,B,B,B,B,-,-,-,-,-
2020,DSR,C,B,B,C,-,-,-,-,-
2020,DSR제강,C,C,B,C,-,-,-,-,-
2020,E1,B,C,A,B+,-,-,-,-,-
2020,F&F 홀딩스,D,D,C,C,-,-,-,-,-
2020,GKL,B+,C,A,A,-,-,-,-,-
2020,GS,B+,C,A,A,-,-,-,BBB,-
2020,GS건설,A,A,B+,A,-,-,-,BBB,-
2020,GS글로벌,B,D,B+,B+,-,-,-,-,-
2020,GS리테일,B,C,B,B+,-,-,-,BB,-
2020,HDC,B+,C,B+,B+,-,-,-,-,-
2020,HDC랩스,C,D,C,B,-,-,-,-,-
2020,HDC현대EP,B,B,B+,B,-,-,-,-,-
2020,HDC현대산업개발,C,C,C,B+,-,-,-,-,-
2020,HD한국조선해양,B+,B+,C,A,-,-,-,CCC,-
2020,HD현대,A,B+,A,A,-,-,-,BB,-
2020,HD현대건설기계,A,B+,A,A,-,-,-,-,-
2020,HD현대인프라코어,A,A,A+,A,-,-,-,-,-
2020,HD현대일렉트릭,A,A,A+,A,-,-,-,-,-
2020,HJ중공업,B,B,B,B+,-,-,-,-,-
2020,HL D&I,B+,B,B+,B+,-,-,-,-,-
2020,HLB글로벌,C,D,B,C,-,-,-,-,-
2020,HL만도,A,A,A+,A,-,-,-,-,-
2020,HL홀딩스,B+,B,B+,A,-,-,-,-,-
2020,HMM,A,A,A+,A,-,-,-,-,-
2020,HSD엔진,A,B+,A,A,-,-,-,-,-
2020,HS애드,B,D,B+,B+,-,-,-,-,-
2020,JB금융지주,A+,A,A,A+,-,-,-,-,-
2020,JW생명과학,B+,B+,B+,B+,-,-,-,-,-
2020,JW중외제약,B,B,B+,B,-,-,-,-,-
2020,JW홀딩스,B+,C,B+,B+,-,-,-,-,-
2020,KB금융,A+,A+,A+,A+,-,-,-,A,-
2020,KC그린홀딩스,B,B,B+,B,-,-,-,-,-
2020,KC코트렐,B,B,B,B,-,-,-,-,-
2020,KEC,B,B+,B+,C,-,-,-,-,-
2020,KG모빌리티,B+,B+,B,B+,-,-,-,-,-
2020,KG스틸,B,B,B+,B,-,-,-,-,-
2020,KG케미칼,D,C,C,D,-,-,-,-,-
2020,KH 필룩스,C,C,B,B,-,-,-,-,-
2020,KIB플러그에너지,C,B,C,C,-,-,-,-,-
2020,KISCO홀딩스,C,B,B,C,-,-,-,-,-
2020,KPX케미칼,B,B,C,B,-,-,-,-,-
2020,KPX홀딩스,C,C,C,B,-,-,-,-,-
2020,KR모터스,C,D,C,B,-,-,-,-,-
2020,KSS해운,B+,B,B+,B+,-,-,-,-,-
2020,KTcs,B,D,B+,B+,-,-,-,-,-
2020,KTis,B,D,B+,B+,-,-,-,-,-
2020,LF,B,D,B,B+,-,-,-,-,-
2020,LG,A,B+,A+,B+,-,-,-,BBB,-
2020,LG디스플레이,B+,B,A,B+,-,-,-,A,-
2020,LG생활건강,A,A,A+,A,-,-,-,A,-
2020,LG유플러스,B,B+,B+,B,-,-,-,BB,-
2020,LG이노텍,A,A,A+,B+,-,-,-,BBB,-
2020,LG전자,B+,A,A+,B,-,-,-,A,-
2020,LG헬로비전,B+,D,B+,A,-,-,-,-,-
2020,LG화학,B,C,A,B+,-,-,-,BB,-
2020,LIG넥스원,A,B+,A,A,-,-,-,-,-
2020,LS,B+,B,B+,A,-,-,-,-,-
2020,LS네트웍스,B,D,B+,B,-,-,-,-,-
2020,LS전선아시아,B,D,C,B+,-,-,-,-,-
2020,LX세미콘,B,C,B+,B+,-,-,-,-,-
2020,LX인터내셔널,A,A,A+,A,-,-,-,-,-
2020,LX하우시스,A,A,A+,A,-,-,-,-,-
2020,MH에탄올,B,C,B,B+,-,-,-,-,-
2020,NAVER,A,B+,B+,A+,-,-,-,A,-
2020,NH투자증권,B+,B,A+,B+,-,-,-,BB,-
2020,NICE,B,D,B,B+,-,-,-,-,-
2020,NICE평가정보,B,D,B,B,-,-,-,-,-
2020,NI스틸,C,D,C,B,-,-,-,-,-
2020,OCI홀딩스,A,A,A+,A,-,-,-,-,-
2020,PI첨단소재,B,C,B,B+,-,-,-,-,-
2020,POSCO홀딩스,A,A,B,A+,-,-,-,BBB,-
2020,S-Oil,A+,A,A+,A+,-,-,-,BB,-
2020,SBS,B,C,B,B+,-,-,-,-,-
2020,SGC에너지,C,C,B,C,-,-,-,-,-
2020,SG글로벌,D,C,C,D,-,-,-,-,-
2020,SG세계물산,C,D,B,C,-,-,-,-,-
2020,SHD,D,D,C,D,-,-,-,-,-
2020,SH에너지화학,C,C,C,B+,-,-,-,-,-
2020,SIMPAC,C,C,B,C,-,-,-,-,-
2020,SK,A+,A,A+,A+,-,-,-,AA,-
2020,SKC,B+,B+,A+,B,-,-,-,-,-
2020,SK가스,A,B+,A+,A,-,-,-,-,-
2020,SK네트웍스,A,B+,A+,A,-,-,-,-,-
2020,SK디스커버리,A,B,A,A,-,-,-,-,-
2020,SK디앤디,B,C,B,B+,-,-,-,-,-
2020,SK렌터카,B,B,C,B,-,-,-,-,-
2020,SK이노베이션,A,A,A,A,-,-,-,BBB,-
2020,SK증권,B,D,A,B,-,-,-,-,-
2020,SK케미칼,B+,B+,A,B+,-,-,-,B,-
2020,SK텔레콤,A,A+,A,A,-,-,-,A,-
2020,SK하이닉스,A,A,A+,A,-,-,-,BBB,-
2020,SNT다이내믹스,B+,B+,B+,B+,-,-,-,-,-
2020,SNT모티브,B+,B,B+,B+,-,-,-,-,-
2020,SNT에너지,B+,B,B,B+,-,-,-,-,-
2020,SNT홀딩스,B+,C,B+,B+,-,-,-,-,-
2020,SPC삼립,B+,B,A,B,-,-,-,-,-
2020,STX,B,C,B+,B,-,-,-,-,-
2020,STX엔진,B+,B+,B+,B,-,-,-,-,-
2020,STX중공업,B,C,B+,B+,-,-,-,-,-
2020,SUN&L,B+,B,B,B+,-,-,-,-,-
2020,TCC스틸,C,B,B,C,-,-,-,-,-
2020,TYM,B+,B,B+,B+,-,-,-,-,-
2020,WISCOM,C,C,C,B+,-,-,-,-,-
2020,YG PLUS,B,D,B,B,-,-,-,-,-
2020,가온전선,B+,B,B+,B+,-,-,-,-,-
2020,강남제비스코,B,B,C,B,-,-,-,-,-
2020,강원랜드,A,B,A,A,-,-,-,BBB,-
2020,갤럭시아에스엠,C,D,C,C,-,-,-,-,-
2020,경농,C,B,B+,C,-,-,-,-,-
2020,경동나비엔,B+,B,B+,B+,-,-,-,-,-
2020,경동도시가스,B+,B,A,B+,-,-,-,-,-
2020,경동인베스트,B,C,B,B+,-,-,-,-,-
2020,경방,C,C,B,B,-,-,-,-,-
2020,경보제약,B,B,B,B,-,-,-,-,-
2020,경인양행,B,B,C,B,-,-,-,-,-
2020,경인전자,C,D,C,B,-,-,-,-,-
2020,계룡건설산업,B,B,B,B+,-,-,-,-,-
2020,계양전기,B,B,B+,B,-,-,-,-,-
2020,고려산업,C,C,C,C,-,-,-,-,-
2020,고려아연,B,B+,C,B+,-,-,-,B,-
2020,고려제강,B,B+,B+,C,-,-,-,-,-
2020,광동제약,B,C,B+,B+,-,-,-,-,-
2020,광명전기,C,C,C,C,-,-,-,-,-
2020,광전자,B,C,B,B+,-,-,-,-,-
2020,광주신세계,B+,C,A,B+,-,-,-,-,-
2020,교보증권,B,D,B+,B,-,-,-,-,-
2020,국도화학,B,B,B,B,-,-,-,-,-
2020,국동,B,D,C,B+,-,-,-,-,-
2020,국보,C,B,C,C,-,-,-,-,-
2020,국제약품,C,D,B,C,-,-,-,-,-
2020,그린케미칼,B,B,B,B,-,-,-,-,-
2020,극동유화,B,B,C,B,-,-,-,-,-
2020,금강공업,C,C,B,B,-,-,-,-,-
2020,금비,C,C,B,C,-,-,-,-,-
2020,금양,D,D,C,C,-,-,-,-,-
2020,금호건설,C,B,B+,C,-,-,-,-,-
2020,금호석유화학,A,B+,A,A,-,-,-,B,-
2020,금호에이치티,D,D,C,C,-,-,-,-,-
2020,금호전기,B,B,B,B,-,-,-,-,-
2020,금호타이어,B,B,C,B+,-,-,-,-,-
2020,기신정기,C,D,B,B,-,-,-,-,-
2020,기아,A,A,A+,B+,-,-,-,CCC,-
2020,기업은행,B+,B+,A,B+,-,-,-,BB,-
2020,까뮤이앤씨,C,D,C,B,-,-,-,-,-
2020,깨끗한나라,B+,B,B+,B+,-,-,-,-,-
2020,남광토건,B,B,B,B,-,-,-,-,-
2020,남선알미늄,B,C,B+,B,-,-,-,-,-
2020,남성,C,D,B,B,-,-,-,-,-
2020,남양유업,B,C,B,B+,-,-,-,-,-
2020,남해화학,B,B,B,B+,-,-,-,-,-
2020,넥센,B+,B,B+,B+,-,-,-,-,-
2020,넥센타이어,B+,B+,B+,B,-,-,-,-,-
2020,넷마블,B,D,B+,B+,-,-,-,BB,-
2020,노루페인트,B,B,B,B,-,-,-,-,-
2020,노루홀딩스,C,C,B,C,-,-,-,-,-
2020,녹십자,B+,B,A,B,-,-,-,-,-
2020,녹십자홀딩스,B,C,B+,B,-,-,-,-,-
2020,농심,B+,B+,A,B,-,-,-,-,-
2020,농심홀딩스,B+,B,B+,B+,-,-,-,-,-
2020,다스코,B,C,B,B+,-,-,-,-,-
2020,다올투자증권,C,D,B,C,-,-,-,-,-
2020,다우기술,B,C,B+,B,-,-,-,-,-
2020,다이나믹디자인,C,D,C,C,-,-,-,-,-
2020,대교,B+,D,B+,A,-,-,-,-,-
2020,대구백화점,B,D,B,B+,-,-,-,-,-
2020,대덕,A,B+,A,A,-,-,-,-,-
2020,대동,B,B,B,B,-,-,-,-,-
2020,대동전자,C,B,C,C,-,-,-,-,-
2020,대림비앤코,B,C,B,B+,-,-,-,-,-
2020,대림통상,B,B,B,B,-,-,-,-,-
2020,대상,B,B,B+,B,-,-,-,-,-
2020,대상홀딩스,B,C,B,B,-,-,-,-,-
2020,대성산업,C,C,B,C,-,-,-,-,-
2020,대성에너지,B,B,B+,B,-,-,-,-,-
2020,대성홀딩스,B,C,B+,B,-,-,-,-,-
2020,대신증권,B,D,B+,B+,-,-,-,-,-
2020,대양금속,B,B,C,B,-,-,-,-,-
2020,대영포장,C,B,C,D,-,-,-,-,-
2020,대우건설,B+,A,B,B+,-,-,-,-,-
2020,대우부품,D,D,C,C,-,-,-,-,-
2020,대웅,C,C,B+,C,-,-,-,-,-
2020,대웅제약,B+,B,B+,B+,-,-,-,-,-
2020,대원강업,B,B,B+,B,-,-,-,-,-
2020,대원전선,C,C,C,C,-,-,-,-,-
2020,대원제약,B,D,B+,B+,-,-,-,-,-
2020,대원화성,B+,B+,B,B+,-,-,-,-,-
2020,대유에이텍,C,C,C,C,-,-,-,-,-
2020,대유플러스,C,C,C,C,-,-,-,-,-
2020,대창,C,B+,B,C,-,-,-,-,-
2020,대창단조,B,B,B,B,-,-,-,-,-
2020,대한방직,C,C,C,B+,-,-,-,-,-
2020,대한유화,B,B+,B+,C,-,-,-,-,-
2020,대한전선,B+,B,B+,B+,-,-,-,-,-
2020,대한제강,B,B+,B,B,-,-,-,-,-
2020,대한제당,C,C,C,B,-,-,-,-,-
2020,대한제분,C,C,B,C,-,-,-,-,-
2020,대한항공,A,A,A+,B+,-,-,-,BB,-
2020,대한해운,B,C,B,B,-,-,-,-,-
2020,대한화섬,C,B,B+,C,-,-,-,-,-
2020,대현,C,D,C,B,-,-,-,-,-
2020,대호에이엘,B,B,C,B,-,-,-,-,-
2020,더블유게임즈,B,D,B+,B+,-,-,-,-,-
2020,더존비즈온,B,C,B+,B,-,-,-,B,-
2020,덕성,B,B,C,B+,-,-,-,-,-
2020,덕양산업,B,B,B,B,-,-,-,-,-
2020,덴티움,C,D,C,B+,-,-,-,-,-
2020,도화엔지니어링,B+,B,B,B+,-,-,-,-,-
2020,동국홀딩스,B+,B+,B+,B,-,-,-,-,-
2020,동남합성,C,D,C,B,-,-,-,-,-
2020,동방,C,B,C,C,-,-,-,-,-
2020,동방아그로,C,D,C,B,-,-,-,-,-
2020,동부건설,C,C,B,B,-,-,-,-,-
2020,동서,C,D,B,C,-,-,-,-,-
2020,동성제약,C,D,B,B,-,-,-,-,-
2020,동성케미컬,B,B,B+,B,-,-,-,-,-
2020,동아쏘시오홀딩스,B+,C,A,A,-,-,-,-,-
2020,동아에스티,B+,D,B+,A,-,-,-,-,-
2020,동아지질,C,C,C,C,-,-,-,-,-
2020,동아타이어,B,C,B,B,-,-,-,-,-
2020,동양,C,C,C,B,-,-,-,-,-
2020,동양고속,B,C,B,B+,-,-,-,-,-
2020,동양생명,B,D,B+,B+,-,-,-,-,-
2020,동양철관,C,C,C,C,-,-,-,-,-
2020,동양피스톤,B,B,B,B+,-,-,-,-,-
2020,동원F&B,B,B,B+,B,-,-,-,-,-
2020,동원금속,B,C,B,B+,-,-,-,-,-
2020,동원산업,B,C,B,B+,-,-,-,-,-
2020,동원수산,C,D,B,B,-,-,-,-,-
2020,동원시스템즈,C,B,B,C,-,-,-,-,-
2020,동일고무벨트,B+,B,B+,B+,-,-,-,-,-
2020,동일산업,B,B+,C,B+,-,-,-,-,-
2020,동일제강,C,C,C,B,-,-,-,-,-
2020,동화약품,B,D,B+,B,-,-,-,-,-
2020,두산,A+,A+,A+,A,-,-,-,-,-
2020,두산밥캣,B+,D,A,A,-,-,-,BB,-
2020,두산에너빌리티,A,A,A+,B+,-,-,-,BB,-
2020,두올,B,C,B,B+,-,-,-,-,-
2020,디씨엠,C,C,C,B,-,-,-,-,-
2020,디아이,B,B,B,B,-,-,-,-,-
2020,디아이동일,D,D,C,C,-,-,-,-,-
2020,디아이씨,C,C,B,C,-,-,-,-,-
2020,디와이,C,C,C,B+,-,-,-,-,-
2020,디와이파워,C,D,B,B,-,-,-,-,-
2020,락앤락,C,C,B+,C,-,-,-,-,-
2020,롯데관광개발,C,D,B,C,-,-,-,-,-
2020,롯데손해보험,B+,C,A,A,-,-,-,-,-
2020,롯데쇼핑,A,A,A+,A,-,-,-,B,-
2020,롯데에너지머티리얼즈,C,B,C,C,-,-,-,-,-
2020,롯데웰푸드,A,A,A+,B+,-,-,-,-,-
2020,롯데정밀화학,A,A,A+,A,-,-,-,-,-
2020,롯데정보통신,A,B+,A,A,-,-,-,-,-
2020,롯데지주,B+,B,A,B,-,-,-,BB,-
2020,롯데칠성음료,B+,B+,A,B+,-,-,-,-,3
2020,롯데케미칼,B+,B,A,A,-,-,-,BB,-
2020,롯데푸드,A,B+,A+,B+,-,-,-,-,-
2020,롯데하이마트,A,B+,A+,A,-,-,-,-,-
2020,마니커,C,D,B+,C,-,-,-,-,-
2020,만호제강,C,C,B,B,-,-,-,-,-
2020,메리츠금융지주,B+,D,B+,A,-,-,-,-,-
2020,메리츠증권,B+,B,A,B+,-,-,-,B,-
2020,메리츠화재,B,D,B+,B+,-,-,-,-,-
2020,메타랩스,C,D,B,B,-,-,-,-,-
2020,명문제약,C,D,B,B,-,-,-,-,-
2020,모나리자,B,B,B,B,-,-,-,-,-
2020,모나미,C,D,C,B,-,-,-,-,-
2020,모토닉,B,B,B,B,-,-,-,-,-
2020,무림P&P,B+,B+,B+,B+,-,-,-,-,-
2020,무림페이퍼,B+,B+,B+,B+,-,-,-,-,-
2020,무학,C,B,C,C,-,-,-,-,-
2020,문배철강,C,D,C,B,-,-,-,-,-
2020,미래산업,B,B,C,B,-,-,-,-,-
2020,미래아이앤지,C,D,C,C,-,-,-,-,-
2020,미래에셋생명,B,D,B+,B,-,-,-,-,-
2020,미래에셋증권,A,B+,A+,B+,-,-,-,BBB,-
2020,미원상사,C,D,B,B,-,-,-,-,-
2020,미원에스씨,C,C,C,B,-,-,-,-,-
2020,미원홀딩스,C,C,C,C,-,-,-,-,-
2020,미원화학,C,C,C,C,-,-,-,-,-
2020,미창석유공업,C,C,C,B,-,-,-,-,-
2020,방림,B,B,C,B,-,-,-,-,-
2020,백광산업,C,B,C,D,-,-,-,-,-
2020,백산,C,C,B,B,-,-,-,-,-
2020,범양건영,C,D,C,B,-,-,-,-,-
2020,벽산,C,B,B,C,-,-,-,-,-
2020,보락,C,D,C,B,-,-,-,-,-
2020,보령,C,D,B,B,-,-,-,-,-
2020,보해양조,B,B,B,B,-,-,-,-,-
2020,부광약품,C,D,C,B,-,-,-,-,-
2020,부국증권,B,D,B,B,-,-,-,-,-
2020,부국철강,D,D,C,C,-,-,-,-,-
2020,부산산업,D,D,C,C,-,-,-,-,-
2020,부산주공,C,B,C,C,-,-,-,-,-
2020,비비안,C,D,B,B,-,-,-,-,-
2020,비상교육,B,D,B+,B,-,-,-,-,-
2020,비에이치,D,D,C,C,-,-,-,-,-
2020,비케이탑스,C,D,B,D,-,-,-,-,-
2020,빙그레,A,B+,A+,A,-,-,-,-,-
2020,사조대림,C,D,B,B,-,-,-,-,-
2020,사조동아원,C,D,C,B,-,-,-,-,-
2020,사조산업,D,D,C,D,-,-,-,-,-
2020,사조씨푸드,C,D,B,B,-,-,-,-,-
2020,사조오양,C,D,B,C,-,-,-,-,-
2020,삼부토건,C,C,B,B,-,-,-,-,-
2020,삼성SDI,A,A,A,B+,-,-,-,A,-
2020,삼성공조,C,C,C,B,-,-,-,-,-
2020,삼성물산,A,A+,A,B+,-,-,-,BBB,-
2020,삼성바이오로직스,B+,B,A,B+,-,-,-,BB,-
2020,삼성생명,B+,A,A,B+,-,-,-,BBB,-
2020,삼성에스디에스,A,B+,A+,A,-,-,-,A,-
2020,삼성엔지니어링,A,A,A+,A,-,-,-,BB,-
2020,삼성전기,A,A,A+,B+,-,-,-,BBB,-
2020,삼성전자,B,A,A+,C,-,-,-,A,-
2020,삼성제약,C,B,C,D,-,-,-,-,-
2020,삼성중공업,B+,B+,B,A,-,-,-,CCC,-
2020,삼성증권,B+,B,A+,B,-,-,-,BBB,-
2020,삼성출판사,C,D,C,B,-,-,-,-,-
2020,삼성카드,B,D,B+,B+,-,-,-,A,-
2020,삼성화재해상보험,A,A+,A+,A,-,-,-,A,-
2020,삼아알미늄,B,B,C,B,-,-,-,-,-
2020,삼양사,B+,B+,B+,B,-,-,-,-,-
2020,삼양식품,B,B,B,B,-,-,-,-,-
2020,삼양통상,C,B,C,D,-,-,-,-,-
2020,삼양패키징,C,C,B+,C,-,-,-,-,-
2020,삼양홀딩스,B+,B,B+,B+,-,-,-,-,-
2020,삼영,C,B,C,C,-,-,-,-,-
2020,삼영무역,C,D,C,C,-,-,-,-,-
2020,삼영전자공업,B+,B+,B+,B,-,-,-,-,-
2020,삼원강재,B,B+,C,B,-,-,-,-,-
2020,삼익THK,B+,B,B,B+,-,-,-,-,-
2020,삼익악기,C,D,C,B,-,-,-,-,-
2020,삼일씨엔에스,B,C,B,B+,-,-,-,-,-
2020,삼일제약,B,D,B+,B,-,-,-,-,-
2020,삼정펄프,C,C,B,C,-,-,-,-,-
2020,삼진제약,B,D,B+,B,-,-,-,-,-
2020,삼천리,B+,B+,A,B+,-,-,-,-,-
2020,삼호개발,D,D,C,C,-,-,-,-,-
2020,삼화왕관,B,B,C,B,-,-,-,-,-
2020,삼화전기,C,C,B,B,-,-,-,-,-
2020,삼화전자공업,D,D,C,C,-,-,-,-,-
2020,삼화콘덴서공업,B,B,B,B,-,-,-,-,-
2020,삼화페인트공업,B+,B,B+,B+,-,-,-,-,-
2020,상상인증권,C,D,B,C,-,-,-,-,-
2020,상신브레이크,B,B,B,B,-,-,-,-,-
2020,새론오토모티브,B,B,B,B,-,-,-,-,-
2020,샘표,C,B,B+,C,-,-,-,-,-
2020,샘표식품,C,B,B+,C,-,-,-,-,-
2020,서연,B+,C,B+,B+,-,-,-,-,-
2020,서연이화,B+,B,B+,B+,-,-,-,-,-
2020,서울도시가스,B,C,B+,B,-,-,-,-,-
2020,서울식품공업,B,B,B,B,-,-,-,-,-
2020,서원,B,B,C,B,-,-,-,-,-
2020,서흥,C,C,C,B,-,-,-,-,-
2020,선도전기,B,B,C,B,-,-,-,-,-
2020,선진,B,D,B,B+,-,-,-,-,-
2020,성문전자,C,C,B,C,-,-,-,-,-
2020,성보화학,C,D,B,B,-,-,-,-,-
2020,성신양회,C,B+,B,C,-,-,-,-,-
2020,성안,C,C,C,B,-,-,-,-,-
2020,성창기업지주,C,D,C,C,-,-,-,-,-
2020,세기상사,C,D,C,C,-,-,-,-,-
2020,세방,B+,B,B+,B+,-,-,-,-,-
2020,세방전지,B,B+,B,B,-,-,-,-,-
2020,세아베스틸지주,B,B,B,B+,-,-,-,-,-
2020,세아제강,B,B,B+,B,-,-,-,-,-
2020,세아제강지주,B,C,B,B,-,-,-,-,-
2020,세아특수강,B,B,C,B,-,-,-,-,-
2020,세아홀딩스,B,C,B,B+,-,-,-,-,-
2020,세우글로벌,C,B,C,C,-,-,-,-,-
2020,세원이앤씨,B,B,B,B,-,-,-,-,-
2020,세원정공,C,C,B+,D,-,-,-,-,-
2020,세이브존I&C,C,D,B,C,-,-,-,-,-
2020,세종공업,C,B,B+,C,-,-,-,-,-
2020,세진중공업,B,D,B+,B+,-,-,-,-,-
2020,셀트리온,B+,B,B,B+,-,-,-,B,-
2020,송원산업,B,B+,B+,C,-,-,-,-,-
2020,수산중공업,B,B,B,B,-,-,-,-,-
2020,스틱인베스트먼트,B,D,B,B+,-,-,-,-,-
2020,시디즈,C,D,C,B,-,-,-,-,-
2020,시알홀딩스,C,B,B,C,-,-,-,-,-
2020,신대양제지,C,C,C,C,-,-,-,-,-
2020,신도리코,B,B,B+,B,-,-,-,-,-
2020,신라교역,C,D,C,B,-,-,-,-,-
2020,신성이엔지,C,C,C,B,-,-,-,-,-
2020,신성통상,C,C,D,C,-,-,-,-,-
2020,신세계,A,B+,A,A,-,-,-,B,-
2020,신세계I&C,B+,B,B+,B+,-,-,-,-,-
2020,신세계건설,B,C,B,B+,-,-,-,-,-
2020,신세계인터내셔날,A,B,A,A,-,-,-,-,-
2020,신세계푸드,B+,B,B+,B+,-,-,-,-,-
2020,신송홀딩스,B,D,B,B+,-,-,-,-,-
2020,신영와코루,C,D,B,C,-,-,-,-,-
2020,신영증권,B,D,B,B+,-,-,-,-,-
2020,신원,D,D,C,C,-,-,-,-,-
2020,신일전자,C,D,C,B,-,-,-,-,-
2020,신풍,B,B+,C,B,-,-,-,-,-
2020,신풍제약,B,D,B,B+,-,-,-,B,-
2020,신한지주,A+,A+,A,A+,-,-,-,AA,-
2020,신흥,B,D,B,B,-,-,-,-,-
2020,쌍방울,C,D,B,C,-,-,-,-,-
2020,쌍용씨앤이,B+,B,B+,B+,-,-,-,-,-
2020,써니전자,C,C,B,B,-,-,-,-,-
2020,씨아이테크,C,D,C,C,-,-,-,-,-
2020,씨에스윈드,B,B,C,B,-,-,-,-,-
2020,아남전자,C,C,C,C,-,-,-,-,-
2020,아모레퍼시픽,A,A,A+,A,-,-,-,A,-
2020,아모레퍼시픽그룹,A,A,A+,A,-,-,-,AA,-
2020,아세아,C,C,B,C,-,-,-,-,-
2020,아세아시멘트,B+,B+,B+,B,-,-,-,-,-
2020,아세아제지,B,C,B,B,-,-,-,-,-
2020,아시아나IDT,C,D,B,C,-,-,-,-,-
2020,아시아나항공,C,B+,B+,D,-,-,-,-,-
2020,아이마켓코리아,B,D,B,B+,-,-,-,-,-
2020,아이에스동서,B,B,B,B+,-,-,-,-,-
2020,아이에이치큐,B,D,B,B+,-,-,-,-,-
2020,알루코,B,B,B,B,-,-,-,-,-
2020,애경산업,B,C,B+,B,-,-,-,-,-
2020,애경케미칼,B,B+,C,B,-,-,-,-,-
2020,에넥스,B,B,B+,B,-,-,-,-,-
2020,에스메디,C,D,C,B,-,-,-,-,-
2020,에스엘,C,B,B+,D,-,-,-,-,-
2020,에스엠벡셀,C,C,C,C,-,-,-,-,-
2020,에스원,B+,B,A,B+,-,-,-,B,-
